Supplier,File_Month,Origin_Country,Origin_City,Dest_Country,Destination,Container,Incoterms,Mode,O_Curr,O_Cost_NonHaz,O_Cost_Haz,Sea_Curr,Sea_Base,Sea_IMO,D_Curr,D_Cost_NonHaz,D_Cost_Haz,Transit_Days,Validity_Internal,Carrier,Comments
supplier2,202512,France,Huningue,Israel,Ashdod,20DC,CPT,Road,EUR,792,842,EUR,35,47,0,0,0,0,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Israel,Ashdod,20DC,CPT,Rail,EUR,471,258,EUR,31,17,0,0,0,0,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Israel,Ashdod,40DC/40HC,CPT,Barge,EUR,662,6,EUR,112,7,0,0,0,0,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Israel,Ashdod,40DC/40HC,CPT,Road,EUR,41,537,EUR,206,52,0,0,0,0,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Israel,Ashdod,40DC/40HC,CPT,Rail,EUR,990,49,EUR,653,54,0,0,0,0,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Paraguay,Asuncion,20DC,CPT,Barge,EUR,21,182,EUR,250,1,0,0,0,53,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Paraguay,Asuncion,20DC,CPT,Road,EUR,477,834,EUR,282,49,0,0,0,53,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Paraguay,Asuncion,20DC,CPT,Rail,EUR,111,914,EUR,374,14,0,0,0,53,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Paraguay,Asuncion,40DC/40HC,CPT,Barge,EUR,9,501,EUR,364,15,0,0,0,53,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Paraguay,Asuncion,40DC/40HC,CPT,Road,EUR,1312,689,EUR,136,35,0,0,0,53,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Paraguay,Asuncion,40DC/40HC,CPT,Rail,EUR,402,1428,EUR,201,43,0,0,0,53,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,New Zealand,Auckland,20DC,CPT,Barge,EUR,164,128,USD,108,73,0,0,0,55,31/03/2026 00:00,MAERSK,0
supplier2,202512,France,Huningue,New Zealand,Auckland,20DC,CPT,Road,EUR,186,428,USD,51,1,0,0,0,55,31/03/2026 00:00,MAERSK,0
supplier2,202512,France,Huningue,New Zealand,Auckland,20DC,CPT,Rail,EUR,802,144,USD,27,8,0,0,0,55,31/03/2026 00:00,MAERSK,0
supplier2,202512,France,Huningue,New Zealand,Auckland,40DC/40HC,CPT,Barge,EUR,411,621,USD,610,76,0,0,0,55,31/03/2026 00:00,MAERSK,0
supplier2,202512,France,Huningue,New Zealand,Auckland,40DC/40HC,CPT,Road,EUR,271,1476,USD,185,94,0,0,0,55,31/03/2026 00:00,MAERSK,0
supplier2,202512,France,Huningue,New Zealand,Auckland,40DC/40HC,CPT,Rail,EUR,97,734,USD,92,59,0,0,0,55,31/03/2026 00:00,MAERSK,0
supplier2,202512,France,Huningue,Thailand,Bangkok,20DC,CPT,Barge,EUR,920,435,USD,1,28,0,0,0,40,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Thailand,Bangkok,20DC,CPT,Road,EUR,1409,523,USD,22,48,0,0,0,40,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Thailand,Bangkok,20DC,CPT,Rail,EUR,699,1142,USD,83,15,0,0,0,40,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Thailand,Bangkok,40DC/40HC,CPT,Barge,EUR,615,488,USD,82,58,0,0,0,40,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Thailand,Bangkok,40DC/40HC,CPT,Road,EUR,1738,66,USD,3,50,0,0,0,40,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Thailand,Bangkok,40DC/40HC,CPT,Rail,EUR,341,271,USD,74,20,0,0,0,40,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Indonesia,Belawan,20DC,CPT,Barge,EUR,854,927,USD,35,107,0,0,0,36,31/03/2026 00:00,MSC,0
supplier2,202512,France,Huningue,Indonesia,Belawan,20DC,CPT,Road,EUR,1099,1456,USD,21,82,0,0,0,36,31/03/2026 00:00,MSC,0
supplier2,202512,France,Huningue,Indonesia,Belawan,20DC,CPT,Rail,EUR,591,291,USD,8,73,0,0,0,36,31/03/2026 00:00,MSC,0
supplier2,202512,France,Huningue,Indonesia,Belawan,40DC/40HC,CPT,Barge,EUR,277,1022,USD,210,100,0,0,0,36,31/03/2026 00:00,MSC,0
supplier2,202512,France,Huningue,Indonesia,Belawan,40DC/40HC,CPT,Road,EUR,465,1639,USD,58,102,0,0,0,36,31/03/2026 00:00,MSC,0
supplier2,202512,France,Huningue,Indonesia,Belawan,40DC/40HC,CPT,Rail,EUR,371,321,USD,144,112,0,0,0,36,31/03/2026 00:00,MSC,0
supplier2,202512,France,Huningue,Australia,Brisbane,20DC,CPT,Barge,EUR,897,943,USD,244,85,0,0,0,52,31/03/2026 00:00,MAERSK,0
supplier2,202512,France,Huningue,Australia,Brisbane,20DC,CPT,Road,EUR,675,1665,USD,70,1,0,0,0,52,31/03/2026 00:00,MAERSK,0
supplier2,202512,France,Huningue,Australia,Brisbane,20DC,CPT,Rail,EUR,827,495,USD,238,77,0,0,0,52,31/03/2026 00:00,MAERSK,0
supplier2,202512,France,Huningue,Australia,Brisbane,40DC/40HC,CPT,Barge,EUR,596,732,USD,7,25,0,0,0,62,31/03/2026 00:00,Evergreen,0
supplier2,202512,France,Huningue,Australia,Brisbane,40DC/40HC,CPT,Road,EUR,38,640,USD,171,33,0,0,0,62,31/03/2026 00:00,Evergreen,0
supplier2,202512,France,Huningue,Australia,Brisbane,40DC/40HC,CPT,Rail,EUR,756,25,USD,31,35,0,0,0,62,31/03/2026 00:00,Evergreen,0
supplier2,202512,France,Huningue,Korea,Busan,20DC,CPT,Barge,EUR,391,578,USD,6,74,0,0,0,51,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Korea,Busan,20DC,CPT,Road,EUR,82,1181,USD,10,29,0,0,0,51,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Korea,Busan,20DC,CPT,Rail,EUR,1017,1230,USD,66,27,0,0,0,51,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Korea,Busan,40DC/40HC,CPT,Barge,EUR,387,591,USD,0,2,0,0,0,51,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Korea,Busan,40DC/40HC,CPT,Road,EUR,1197,265,USD,7,56,0,0,0,51,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Korea,Busan,40DC/40HC,CPT,Rail,EUR,62,515,USD,27,15,0,0,0,51,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Peru,Callao,20DC,CPT,Barge,EUR,410,523,EUR,22,45,0,0,0,37,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Peru,Callao,20DC,CPT,Road,EUR,452,1130,EUR,229,22,0,0,0,37,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Peru,Callao,20DC,CPT,Rail,EUR,82,764,EUR,265,8,0,0,0,37,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Peru,Callao,40DC/40HC,CPT,Barge,EUR,320,827,EUR,208,15,0,0,0,37,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Peru,Callao,40DC/40HC,CPT,Road,EUR,1180,1440,EUR,144,26,0,0,0,37,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Peru,Callao,40DC/40HC,CPT,Rail,EUR,393,1171,EUR,37,17,0,0,0,37,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Colombia,Cartagena,20DC,CPT,Barge,EUR,252,159,EUR,70,3,0,0,0,24,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Colombia,Cartagena,20DC,CPT,Road,EUR,468,502,EUR,45,10,0,0,0,24,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Colombia,Cartagena,20DC,CPT,Rail,EUR,582,1114,EUR,328,36,0,0,0,24,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Colombia,Cartagena,40DC/40HC,CPT,Barge,EUR,1035,1069,EUR,367,6,0,0,0,24,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Colombia,Cartagena,40DC/40HC,CPT,Road,EUR,973,417,EUR,195,24,0,0,0,24,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Colombia,Cartagena,40DC/40HC,CPT,Rail,EUR,1129,1427,EUR,41,10,0,0,0,24,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Morocco,Casablanca,20DC,CPT,Barge,EUR,791,811,EUR,48,30,0,0,0,13,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,Morocco,Casablanca,20DC,CPT,Road,EUR,68,903,EUR,680,24,0,0,0,13,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,Morocco,Casablanca,20DC,CPT,Rail,EUR,726,228,EUR,82,117,0,0,0,13,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,Morocco,Casablanca,40DC/40HC,CPT,Barge,EUR,78,1083,EUR,769,7,0,0,0,13,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,Morocco,Casablanca,40DC/40HC,CPT,Road,EUR,60,389,EUR,126,74,0,0,0,13,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,Morocco,Casablanca,40DC/40HC,CPT,Rail,EUR,823,351,EUR,243,154,0,0,0,13,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,Vietnam,Cat Lai,20DC,CPT,Barge,EUR,274,388,USD,2,61,0,0,0,53,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Vietnam,Cat Lai,20DC,CPT,Road,EUR,1522,325,USD,110,63,0,0,0,53,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Vietnam,Cat Lai,20DC,CPT,Rail,EUR,789,1084,USD,125,29,0,0,0,53,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Vietnam,Cat Lai,40DC/40HC,CPT,Barge,EUR,852,634,USD,21,39,0,0,0,53,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Vietnam,Cat Lai,40DC/40HC,CPT,Road,EUR,349,1697,USD,7,42,0,0,0,53,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Vietnam,Cat Lai,40DC/40HC,CPT,Rail,EUR,437,568,USD,52,67,0,0,0,53,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Dom. Republic,Caucedo,20DC,CPT,Barge,EUR,327,401,EUR,6,24,0,0,0,22,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Dom. Republic,Caucedo,20DC,CPT,Road,EUR,987,1519,EUR,297,22,0,0,0,22,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Dom. Republic,Caucedo,20DC,CPT,Rail,EUR,756,286,EUR,123,40,0,0,0,22,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Dom. Republic,Caucedo,40DC/40HC,CPT,Barge,EUR,282,63,EUR,155,35,0,0,0,22,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Dom. Republic,Caucedo,40DC/40HC,CPT,Road,EUR,1625,1019,EUR,40,35,0,0,0,22,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,Dom. Republic,Caucedo,40DC/40HC,CPT,Rail,EUR,1013,288,EUR,26,17,0,0,0,22,31/03/2026 00:00,COSCO,0
supplier2,202512,France,Huningue,China,Changzhou,20DC,DAP,Barge,EUR,746,325,USD,56,35,USD,172,165,73,31/03/2025 00:00,ONE,0
supplier2,202512,France,Huningue,China,Changzhou,20DC,DAP,Road,EUR,1192,1693,USD,42,46,USD,58,191,73,31/03/2025 00:00,ONE,0
supplier2,202512,France,Huningue,China,Changzhou,20DC,DAP,Rail,EUR,507,317,USD,38,33,USD,191,636,73,31/03/2025 00:00,ONE,0
supplier2,202512,France,Huningue,China,Changzhou,40DC/40HC,DAP,Barge,EUR,77,15,USD,19,34,USD,428,610,73,31/03/2025 00:00,ONE,0
supplier2,202512,France,Huningue,China,Changzhou,40DC/40HC,DAP,Road,EUR,1645,420,USD,204,41,USD,508,600,73,31/03/2025 00:00,ONE,0
supplier2,202512,France,Huningue,China,Changzhou,40DC/40HC,DAP,Rail,EUR,407,1048,USD,86,46,USD,477,493,73,31/03/2025 00:00,ONE,0
supplier2,202512,France,Huningue,Bangladesh,Chattogram / Chittagong,20DC,CPT,Barge,EUR,429,301,USD,134,39,0,0,0,47,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Bangladesh,Chattogram / Chittagong,20DC,CPT,Road,EUR,1419,917,USD,122,55,0,0,0,47,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Bangladesh,Chattogram / Chittagong,20DC,CPT,Rail,EUR,575,473,USD,103,28,0,0,0,47,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Bangladesh,Chattogram / Chittagong,40DC/40HC,CPT,Barge,EUR,650,900,USD,157,54,0,0,0,47,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Bangladesh,Chattogram / Chittagong,40DC/40HC,CPT,Road,EUR,835,516,USD,11,52,0,0,0,47,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Bangladesh,Chattogram / Chittagong,40DC/40HC,CPT,Rail,EUR,1137,474,USD,235,8,0,0,0,47,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,USA,"Chester, PA (DAP)",20DC,DAP,Barge,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,USA,"Chester, PA (DAP)",20DC,DAP,Road,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,USA,"Chester, PA (DAP)",20DC,DAP,Rail,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,USA,"Chester, PA (DAP)",40DC/40HC,DAP,Barge,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,USA,"Chester, PA (DAP)",40DC/40HC,DAP,Road,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,USA,"Chester, PA (DAP)",40DC/40HC,DAP,Rail,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,USA,"Chicago, IL (rail ramp)",20DC,CPT,Barge,EUR,815,378,USD,506,89,0,0,0,29,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,USA,"Chicago, IL (rail ramp)",20DC,CPT,Road,EUR,515,630,USD,1396,16,0,0,0,29,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,USA,"Chicago, IL (rail ramp)",20DC,CPT,Rail,EUR,675,1012,USD,53,136,0,0,0,29,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,USA,"Chicago, IL (rail ramp)",40DC/40HC,CPT,Barge,EUR,82,271,USD,5,46,0,0,0,29,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,USA,"Chicago, IL (rail ramp)",40DC/40HC,CPT,Road,EUR,354,633,USD,1073,107,0,0,0,29,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,USA,"Chicago, IL (rail ramp)",40DC/40HC,CPT,Rail,EUR,757,46,USD,252,12,0,0,0,29,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,China,Chongqing,20DC,CPT,Barge,EUR,796,559,USD,379,13,0,0,0,55,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,China,Chongqing,20DC,CPT,Road,EUR,1565,969,USD,136,9,0,0,0,55,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,China,Chongqing,20DC,CPT,Rail,EUR,609,925,USD,432,31,0,0,0,55,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,China,Chongqing,40DC/40HC,CPT,Barge,EUR,968,859,USD,401,24,0,0,0,55,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,China,Chongqing,40DC/40HC,CPT,Road,EUR,990,1082,USD,277,52,0,0,0,55,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,China,Chongqing,40DC/40HC,CPT,Rail,EUR,786,1334,USD,589,25,0,0,0,55,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Panama,Cristobal,20DC,CPT,Barge,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Panama,Cristobal,20DC,CPT,Road,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Panama,Cristobal,20DC,CPT,Rail,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Panama,Cristobal,40DC/40HC,CPT,Barge,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Panama,Cristobal,40DC/40HC,CPT,Road,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Panama,Cristobal,40DC/40HC,CPT,Rail,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,China,Dafeng,20DC,CPT,Barge,EUR,99,0,USD,7,48,0,0,0,62,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,China,Dafeng,20DC,CPT,Road,EUR,1342,711,USD,136,31,0,0,0,62,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,China,Dafeng,20DC,CPT,Rail,EUR,657,802,USD,27,63,0,0,0,62,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,China,Dafeng,40DC/40HC,CPT,Barge,EUR,843,432,USD,40,3,0,0,0,62,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,China,Dafeng,40DC/40HC,CPT,Road,EUR,861,1055,USD,78,2,0,0,0,62,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,China,Dafeng,40DC/40HC,CPT,Rail,EUR,1248,58,USD,15,50,0,0,0,62,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,China,Dalian,20DC,CPT,Barge,EUR,769,781,USD,24,37,0,0,0,48,31/03/2026 00:00,MSC,0
supplier2,202512,France,Huningue,China,Dalian,20DC,CPT,Road,EUR,242,994,USD,74,91,0,0,0,48,31/03/2026 00:00,MSC,0
supplier2,202512,France,Huningue,China,Dalian,20DC,CPT,Rail,EUR,227,891,USD,115,27,0,0,0,48,31/03/2026 00:00,MSC,0
supplier2,202512,France,Huningue,China,Dalian,40DC/40HC,CPT,Barge,EUR,407,486,USD,52,71,0,0,0,48,31/03/2026 00:00,MSC,0
supplier2,202512,France,Huningue,China,Dalian,40DC/40HC,CPT,Road,EUR,788,144,USD,2,162,0,0,0,48,31/03/2026 00:00,MSC,0
supplier2,202512,France,Huningue,China,Dalian,40DC/40HC,CPT,Rail,EUR,1212,724,USD,23,169,0,0,0,48,31/03/2026 00:00,MSC,0
supplier2,202512,France,Huningue,Turkey,Derince,20DC,CPT,Barge,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Turkey,Derince,20DC,CPT,Road,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Turkey,Derince,20DC,CPT,Rail,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Turkey,Derince,40DC/40HC,CPT,Barge,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Turkey,Derince,40DC/40HC,CPT,Road,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Turkey,Derince,40DC/40HC,CPT,Rail,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Djibouti,Djibouti,20DC,CPT,Barge,EUR,316,570,USD,173,27,0,0,0,43,31/03/2026 00:00,MAERSK,0
supplier2,202512,France,Huningue,Djibouti,Djibouti,20DC,CPT,Road,EUR,1242,47,USD,169,93,0,0,0,43,31/03/2026 00:00,MAERSK,0
supplier2,202512,France,Huningue,Djibouti,Djibouti,20DC,CPT,Rail,EUR,1024,520,USD,626,37,0,0,0,43,31/03/2026 00:00,MAERSK,0
supplier2,202512,France,Huningue,Djibouti,Djibouti,40DC/40HC,CPT,Barge,EUR,282,715,USD,35,57,0,0,0,43,31/03/2026 00:00,MAERSK,0
supplier2,202512,France,Huningue,Djibouti,Djibouti,40DC/40HC,CPT,Road,EUR,34,604,USD,1721,49,0,0,0,43,31/03/2026 00:00,MAERSK,0
supplier2,202512,France,Huningue,Djibouti,Djibouti,40DC/40HC,CPT,Rail,EUR,730,1202,USD,520,59,0,0,0,43,31/03/2026 00:00,MAERSK,0
supplier2,202512,France,Huningue,India,Ennore,20DC,CPT,Barge,EUR,819,609,USD,72,175,0,0,0,41,31/03/2026 00:00,Hapag,0
supplier2,202512,France,Huningue,India,Ennore,20DC,CPT,Road,EUR,1687,1241,USD,316,152,0,0,0,41,31/03/2026 00:00,Hapag,0
supplier2,202512,France,Huningue,India,Ennore,20DC,CPT,Rail,EUR,175,386,USD,25,155,0,0,0,41,31/03/2026 00:00,Hapag,0
supplier2,202512,France,Huningue,India,Ennore,40DC/40HC,CPT,Barge,EUR,635,61,USD,259,72,0,0,0,41,31/03/2026 00:00,Hapag,0
supplier2,202512,France,Huningue,India,Ennore,40DC/40HC,CPT,Road,EUR,24,142,USD,57,212,0,0,0,41,31/03/2026 00:00,Hapag,0
supplier2,202512,France,Huningue,India,Ennore,40DC/40HC,CPT,Rail,EUR,912,195,USD,38,45,0,0,0,41,31/03/2026 00:00,Hapag,0
supplier2,202512,France,Huningue,Turkey,Erenkoy,20DC,CPT,Barge,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Turkey,Erenkoy,20DC,CPT,Road,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Turkey,Erenkoy,20DC,CPT,Rail,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Turkey,Erenkoy,40DC/40HC,CPT,Barge,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Turkey,Erenkoy,40DC/40HC,CPT,Road,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Turkey,Erenkoy,40DC/40HC,CPT,Rail,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Turkey,Evyap,20DC,CPT,Barge,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Turkey,Evyap,20DC,CPT,Road,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Turkey,Evyap,20DC,CPT,Rail,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Turkey,Evyap,40DC/40HC,CPT,Barge,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Turkey,Evyap,40DC/40HC,CPT,Road,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Turkey,Evyap,40DC/40HC,CPT,Rail,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Turkey,Gebze,20DC,CPT,Barge,EUR,15,524,USD,30,96,0,0,0,18,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,Turkey,Gebze,20DC,CPT,Road,EUR,934,567,USD,61,25,0,0,0,18,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,Turkey,Gebze,20DC,CPT,Rail,EUR,954,109,USD,124,118,0,0,0,18,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,Turkey,Gebze,40DC/40HC,CPT,Barge,EUR,575,102,USD,141,159,0,0,0,18,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,Turkey,Gebze,40DC/40HC,CPT,Road,EUR,1614,1211,USD,0,169,0,0,0,18,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,Turkey,Gebze,40DC/40HC,CPT,Rail,EUR,783,121,USD,169,148,0,0,0,18,31/03/2026 00:00,CMA-CGM,0
supplier2,202512,France,Huningue,Italy,Genoa,20DC,FOB,Barge,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Italy,Genoa,20DC,FOB,Road,EUR,175,822,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Italy,Genoa,20DC,FOB,Rail,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Italy,Genoa,40DC/40HC,FOB,Barge,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Italy,Genoa,40DC/40HC,FOB,Road,EUR,69,585,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Italy,Genoa,40DC/40HC,FOB,Rail,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,Hong Kong,Hong Kong,20DC,CPT,Barge,EUR,839,774,USD,60,32,0,0,0,55,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Hong Kong,Hong Kong,20DC,CPT,Road,EUR,925,1265,USD,17,29,0,0,0,55,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Hong Kong,Hong Kong,20DC,CPT,Rail,EUR,640,55,USD,27,4,0,0,0,55,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Hong Kong,Hong Kong,40DC/40HC,CPT,Barge,EUR,831,292,USD,42,35,0,0,0,55,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Hong Kong,Hong Kong,40DC/40HC,CPT,Road,EUR,1470,65,USD,23,51,0,0,0,55,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,Hong Kong,Hong Kong,40DC/40HC,CPT,Rail,EUR,797,1015,USD,36,64,0,0,0,55,31/03/2026 00:00,ONE,0
supplier2,202512,France,Huningue,USA,"Houston, TX",20DC,CPT,Barge,EUR,113,164,USD,177,100,0,0,0,24,31/03/2026 00:00,AC CONTAINER,0
supplier2,202512,France,Huningue,USA,"Houston, TX",20DC,CPT,Road,EUR,675,1633,USD,175,97,0,0,0,24,31/03/2026 00:00,AC CONTAINER,0
supplier2,202512,France,Huningue,USA,"Houston, TX",20DC,CPT,Rail,EUR,848,568,USD,652,7,0,0,0,24,31/03/2026 00:00,AC CONTAINER,0
supplier2,202512,France,Huningue,USA,"Houston, TX",40DC/40HC,CPT,Barge,EUR,188,268,USD,517,1,0,0,0,24,31/03/2026 00:00,AC CONTAINER,0
supplier2,202512,France,Huningue,USA,"Houston, TX",40DC/40HC,CPT,Road,EUR,1240,759,USD,706,171,0,0,0,24,31/03/2026 00:00,AC CONTAINER,0
supplier2,202512,France,Huningue,USA,"Houston, TX",40DC/40HC,CPT,Rail,EUR,615,1316,USD,188,22,0,0,0,24,31/03/2026 00:00,AC CONTAINER,0
supplier2,202512,France,Huningue,China,Huadu,20DC,CPT,Barge,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,China,Huadu,20DC,CPT,Road,EUR,0,0,0,0,0,0,0,0,0,0,0,0
supplier2,202512,France,Huningue,China,Huadu,20DC,CPT,Rail,EUR,0,0,0,0,0,0,0,0,0,0,0,0
